# energy_eV sigma_m2
1.41940000e+02 6.41844586e-21
1.42090000e+02 6.41506607e-21
1.42220000e+02 6.41213975e-21
1.42390000e+02 6.40831948e-21
1.42410000e+02 6.40787052e-21
1.42470000e+02 6.40652425e-21
1.42490000e+02 6.40607570e-21
1.42600000e+02 6.40361043e-21
1.42640000e+02 6.40271472e-21
1.42750000e+02 6.40025359e-21
1.43130000e+02 6.39173639e-21
1.43160000e+02 6.39106552e-21
1.43180000e+02 6.39061840e-21
1.43210000e+02 6.38994826e-21
1.43220000e+02 6.38972693e-21
1.43300000e+02 6.38795723e-21
1.43310000e+02 6.38773612e-21
1.43330000e+02 6.38729399e-21
1.43380000e+02 6.38618908e-21
1.43530000e+02 6.38287806e-21
1.43550000e+02 6.38243700e-21
1.43570000e+02 6.38199605e-21
1.43620000e+02 6.38089372e-21
1.44340000e+02 6.36504365e-21
1.44430000e+02 6.36307002e-21
1.44490000e+02 6.36175521e-21
1.44500000e+02 6.36153616e-21
1.44510000e+02 6.36131683e-21
1.44660000e+02 6.35802567e-21
1.44740000e+02 6.35627261e-21
1.44860000e+02 6.35364592e-21
1.44870000e+02 6.35342719e-21
1.44890000e+02 6.35298980e-21
1.44910000e+02 6.35255251e-21
1.45070000e+02 6.34905770e-21
1.45430000e+02 6.34121661e-21
1.45440000e+02 6.34099924e-21
1.45490000e+02 6.33991277e-21
1.45570000e+02 6.33817564e-21
1.45600000e+02 6.33752461e-21
1.45620000e+02 6.33709071e-21
1.45650000e+02 6.33644004e-21
1.45690000e+02 6.33557281e-21
1.45800000e+02 6.33318988e-21
1.45820000e+02 6.33275693e-21
1.46300000e+02 6.32239443e-21
1.46800000e+02 6.31165693e-21
1.46890000e+02 6.30973036e-21
1.46940000e+02 6.30866084e-21
1.46950000e+02 6.30844700e-21
1.46960000e+02 6.30823310e-21
1.46970000e+02 6.30801905e-21
1.46990000e+02 6.30759102e-21
1.47050000e+02 6.30630747e-21
1.47070000e+02 6.30587981e-21
1.47180000e+02 6.30352930e-21
1.47220000e+02 6.30267527e-21
1.47740000e+02 6.29160631e-21
1.47760000e+02 6.29118182e-21
1.47790000e+02 6.29054514e-21
1.47800000e+02 6.29033296e-21
1.47880000e+02 6.28863632e-21
1.47910000e+02 6.28800046e-21
1.47960000e+02 6.28694115e-21
1.47970000e+02 6.28672935e-21
1.47990000e+02 6.28630583e-21
1.48050000e+02 6.28503481e-21
1.48070000e+02 6.28461037e-21
1.48110000e+02 6.28374433e-21
1.48130000e+02 6.28331146e-21
1.48740000e+02 6.27015343e-21
1.48760000e+02 6.26972331e-21
1.48900000e+02 6.26671096e-21
1.49150000e+02 6.26133965e-21
1.49320000e+02 6.25769537e-21
1.49400000e+02 6.25598271e-21
1.49520000e+02 6.25341646e-21
1.49530000e+02 6.25320275e-21
1.49550000e+02 6.25277540e-21
1.49560000e+02 6.25256176e-21
1.49570000e+02 6.25234734e-21
1.49730000e+02 6.24891977e-21
1.50090000e+02 6.24122875e-21
1.50150000e+02 6.23994978e-21
1.50180000e+02 6.23931060e-21
1.50230000e+02 6.23824576e-21
1.50260000e+02 6.23760712e-21
1.50310000e+02 6.23654318e-21
1.50350000e+02 6.23569244e-21
1.50360000e+02 6.23547981e-21
1.50460000e+02 6.23335472e-21
1.50480000e+02 6.23292998e-21
1.50500000e+02 6.23250532e-21
1.50550000e+02 6.23144376e-21
1.51270000e+02 6.21618034e-21
1.51360000e+02 6.21427937e-21
1.51430000e+02 6.21280191e-21
1.51440000e+02 6.21259072e-21
1.51540000e+02 6.21047755e-21
1.51710000e+02 6.20689030e-21
1.51730000e+02 6.20646870e-21
1.51790000e+02 6.20520445e-21
1.51810000e+02 6.20478321e-21
1.51920000e+02 6.20246799e-21
1.51960000e+02 6.20162675e-21
1.52480000e+02 6.19072287e-21
1.52500000e+02 6.19030468e-21
1.52540000e+02 6.18946839e-21
1.52620000e+02 6.18779686e-21
1.52650000e+02 6.18717039e-21
1.52690000e+02 6.18633541e-21
1.52700000e+02 6.18612580e-21
1.52790000e+02 6.18424035e-21
1.52850000e+02 6.18298436e-21
1.52870000e+02 6.18256588e-21
1.53350000e+02 6.17254844e-21
1.53940000e+02 6.16030333e-21
1.53980000e+02 6.15947586e-21
1.53990000e+02 6.15926904e-21
1.54000000e+02 6.15906224e-21
1.54010000e+02 6.15885539e-21
1.54150000e+02 6.15595969e-21
1.54220000e+02 6.15451340e-21
1.54340000e+02 6.15203652e-21
1.54350000e+02 6.15183025e-21
1.54370000e+02 6.15141779e-21
1.54400000e+02 6.15079926e-21
1.54550000e+02 6.14770944e-21
1.54910000e+02 6.14031353e-21
1.54970000e+02 6.13908355e-21
1.55050000e+02 6.13744478e-21
1.55080000e+02 6.13683059e-21
1.55090000e+02 6.13662590e-21
1.55130000e+02 6.13580737e-21
1.55140000e+02 6.13560279e-21
1.55160000e+02 6.13519369e-21
1.55170000e+02 6.13498904e-21
1.55220000e+02 6.13396608e-21
1.55270000e+02 6.13294168e-21
1.55280000e+02 6.13273687e-21
1.55300000e+02 6.13232730e-21
1.55310000e+02 6.13212255e-21
1.55370000e+02 6.13089446e-21
1.55920000e+02 6.11943597e-21
1.55930000e+02 6.11922815e-21
1.56070000e+02 6.11631712e-21
1.56450000e+02 6.10843254e-21
1.56620000e+02 6.10491520e-21
1.56640000e+02 6.10450181e-21
1.56700000e+02 6.10326211e-21
1.56720000e+02 6.10284904e-21
1.56730000e+02 6.10264253e-21
1.56830000e+02 6.10057151e-21
1.56870000e+02 6.09974368e-21
1.57390000e+02 6.08901276e-21
1.57410000e+02 6.08860117e-21
1.57450000e+02 6.08777809e-21
1.57520000e+02 6.08633847e-21
1.57560000e+02 6.08551631e-21
1.57610000e+02 6.08448904e-21
1.57760000e+02 6.08141037e-21
1.57780000e+02 6.08100023e-21
1.57800000e+02 6.08059018e-21
1.57850000e+02 6.07956512e-21
1.58570000e+02 6.06482542e-21
1.58660000e+02 6.06298953e-21
1.58730000e+02 6.06156263e-21
1.58970000e+02 6.05666758e-21
1.59140000e+02 6.05320743e-21
1.59210000e+02 6.05178439e-21
1.59330000e+02 6.04934729e-21
1.59340000e+02 6.04914434e-21
1.59360000e+02 6.04873850e-21
1.59390000e+02 6.04812990e-21
1.59540000e+02 6.04508964e-21
1.59910000e+02 6.03761049e-21
1.59960000e+02 6.03660193e-21
1.60040000e+02 6.03498932e-21
1.60070000e+02 6.03438492e-21
1.60120000e+02 6.03337802e-21
1.60130000e+02 6.03317671e-21
1.60160000e+02 6.03257288e-21
1.60170000e+02 6.03237165e-21
1.60250000e+02 6.03076251e-21
1.60280000e+02 6.03015689e-21
1.60300000e+02 6.02975324e-21
1.60350000e+02 6.02874448e-21
1.60770000e+02 6.02029086e-21
1.61370000e+02 6.00827509e-21
1.61410000e+02 6.00747657e-21
1.61420000e+02 6.00727699e-21
1.61430000e+02 6.00707743e-21
1.61440000e+02 6.00687782e-21
1.61530000e+02 6.00508089e-21
1.61700000e+02 6.00169108e-21
1.61720000e+02 6.00129266e-21
1.61780000e+02 6.00009789e-21
1.61800000e+02 5.99969978e-21
1.61910000e+02 5.99751150e-21
1.61950000e+02 5.99671633e-21
1.62470000e+02 5.98640792e-21
1.62490000e+02 5.98601250e-21
1.62530000e+02 5.98522172e-21
1.62600000e+02 5.98383858e-21
1.62640000e+02 5.98304865e-21
1.62690000e+02 5.98206165e-21
1.62710000e+02 5.98166698e-21
1.62780000e+02 5.98028534e-21
1.62840000e+02 5.97909952e-21
1.62860000e+02 5.97870440e-21
1.62950000e+02 5.97692733e-21
1.63060000e+02 5.97475750e-21
1.63470000e+02 5.96656028e-21
1.63480000e+02 5.96636069e-21
1.63630000e+02 5.96336614e-21
1.64140000e+02 5.95321287e-21
1.64280000e+02 5.95043461e-21
1.64310000e+02 5.94983800e-21
1.64380000e+02 5.94844659e-21
1.64500000e+02 5.94606356e-21
1.64510000e+02 5.94586510e-21
1.64530000e+02 5.94546824e-21
1.64560000e+02 5.94487310e-21
1.64710000e+02 5.94190000e-21
1.65070000e+02 5.93478207e-21
1.65130000e+02 5.93359819e-21
1.65210000e+02 5.93202077e-21
1.65240000e+02 5.93142955e-21
1.65290000e+02 5.93044458e-21
1.65300000e+02 5.93024765e-21
1.65330000e+02 5.92965695e-21
1.65430000e+02 5.92768923e-21
1.65440000e+02 5.92749256e-21
1.65460000e+02 5.92709929e-21
1.65470000e+02 5.92690268e-21
1.65480000e+02 5.92670609e-21
1.65530000e+02 5.92572318e-21
1.65600000e+02 5.92434496e-21
1.66250000e+02 5.91159207e-21
1.66350000e+02 5.90963636e-21
1.66420000e+02 5.90826835e-21
1.66790000e+02 5.90103823e-21
1.66960000e+02 5.89772498e-21
1.66980000e+02 5.89733554e-21
1.67030000e+02 5.89636226e-21
1.67050000e+02 5.89597308e-21
1.67160000e+02 5.89383407e-21
1.67210000e+02 5.89286255e-21
1.67730000e+02 5.88278654e-21
1.67750000e+02 5.88240000e-21
1.67780000e+02 5.88182033e-21
1.67860000e+02 5.88027536e-21
1.67890000e+02 5.87969631e-21
1.67940000e+02 5.87873159e-21
1.67950000e+02 5.87853871e-21
1.68100000e+02 5.87564764e-21
1.68120000e+02 5.87526248e-21
1.68130000e+02 5.87506993e-21
1.68200000e+02 5.87372256e-21
1.68300000e+02 5.87179087e-21
1.68590000e+02 5.86619947e-21
1.69190000e+02 5.85467970e-21
1.69230000e+02 5.85391405e-21
1.69240000e+02 5.85372269e-21
1.69250000e+02 5.85353133e-21
1.69260000e+02 5.85333994e-21
1.69490000e+02 5.84894007e-21
1.69660000e+02 5.84569417e-21
1.69730000e+02 5.84435915e-21
1.69850000e+02 5.84207262e-21
1.69860000e+02 5.84188220e-21
1.69880000e+02 5.84150140e-21
1.69910000e+02 5.84093034e-21
1.70060000e+02 5.83807745e-21
1.70420000e+02 5.83124713e-21
1.70480000e+02 5.83011101e-21
1.70560000e+02 5.82859720e-21
1.70590000e+02 5.82802981e-21
1.70640000e+02 5.82708453e-21
1.70650000e+02 5.82689553e-21
1.70670000e+02 5.82651758e-21
1.70680000e+02 5.82632852e-21
1.70730000e+02 5.82538349e-21
1.70790000e+02 5.82424811e-21
1.70810000e+02 5.82386979e-21
1.70820000e+02 5.82368066e-21
1.70870000e+02 5.82273527e-21
1.71050000e+02 5.81933557e-21
1.71150000e+02 5.81744934e-21
1.71430000e+02 5.81230981e-21
1.71440000e+02 5.81212644e-21
1.71580000e+02 5.80955803e-21
1.72230000e+02 5.79767160e-21
1.72240000e+02 5.79748930e-21
1.72400000e+02 5.79456576e-21
1.72420000e+02 5.79420062e-21
1.72480000e+02 5.79310564e-21
1.72500000e+02 5.79274077e-21
1.72610000e+02 5.79073516e-21
1.72650000e+02 5.79000635e-21
1.73170000e+02 5.78055656e-21
1.73190000e+02 5.78019401e-21
1.73230000e+02 5.77946907e-21
1.73300000e+02 5.77820105e-21
1.73340000e+02 5.77747685e-21
1.73390000e+02 5.77657196e-21
1.73540000e+02 5.77385981e-21
1.73560000e+02 5.77349847e-21
1.73580000e+02 5.77313720e-21
1.73630000e+02 5.77223408e-21
1.73670000e+02 5.77151023e-21
1.73840000e+02 5.76843687e-21
1.74350000e+02 5.75924570e-21
1.74440000e+02 5.75762724e-21
1.74510000e+02 5.75636926e-21
1.75020000e+02 5.74721127e-21
1.75190000e+02 5.74416814e-21
1.75270000e+02 5.74273772e-21
1.75390000e+02 5.74059407e-21
1.75400000e+02 5.74041554e-21
1.75420000e+02 5.74005852e-21
1.75450000e+02 5.73952313e-21
1.75600000e+02 5.73684833e-21
1.75960000e+02 5.73044370e-21
1.76020000e+02 5.72937830e-21
1.76100000e+02 5.72795869e-21
1.76130000e+02 5.72742660e-21
1.76180000e+02 5.72654011e-21
1.76190000e+02 5.72636286e-21
1.76220000e+02 5.72583120e-21
1.76330000e+02 5.72388302e-21
1.76350000e+02 5.72352902e-21
1.76510000e+02 5.72069938e-21
1.76580000e+02 5.71946270e-21
1.76680000e+02 5.71768874e-21
1.76830000e+02 5.71503082e-21
1.77430000e+02 5.70443491e-21
1.77470000e+02 5.70373055e-21
1.77480000e+02 5.70355450e-21
1.77490000e+02 5.70337841e-21
1.77870000e+02 5.69669496e-21
1.78030000e+02 5.69388772e-21
1.78050000e+02 5.69353711e-21
1.78110000e+02 5.69248566e-21
1.78130000e+02 5.69213531e-21
1.78240000e+02 5.69020947e-21
1.78290000e+02 5.68933473e-21
1.78800000e+02 5.68043483e-21
1.78820000e+02 5.68008664e-21
1.78860000e+02 5.67939029e-21
1.78940000e+02 5.67799835e-21
1.78970000e+02 5.67747662e-21
1.79020000e+02 5.67660740e-21
1.79030000e+02 5.67643360e-21
1.79050000e+02 5.67608606e-21
1.79110000e+02 5.67504312e-21
1.79170000e+02 5.67399901e-21
1.79190000e+02 5.67365110e-21
1.79400000e+02 5.67000179e-21
1.79570000e+02 5.66705263e-21
1.79680000e+02 5.66514673e-21
1.79810000e+02 5.66284761e-21
1.79820000e+02 5.66267081e-21
1.79960000e+02 5.66019471e-21
1.80620000e+02 5.64855857e-21
1.80760000e+02 5.64609182e-21
1.80930000e+02 5.64310063e-21
1.81000000e+02 5.64187028e-21
1.81120000e+02 5.63976290e-21
1.81130000e+02 5.63958739e-21
1.81150000e+02 5.63923641e-21
1.81180000e+02 5.63871007e-21
1.81330000e+02 5.63608047e-21
1.81690000e+02 5.62978337e-21
1.81750000e+02 5.62873582e-21
1.81830000e+02 5.62733995e-21
1.81860000e+02 5.62681676e-21
1.81910000e+02 5.62594509e-21
1.81920000e+02 5.62577080e-21
1.81950000e+02 5.62524803e-21
1.82060000e+02 5.62333240e-21
1.82080000e+02 5.62298431e-21
1.82090000e+02 5.62281028e-21
1.82100000e+02 5.62263627e-21
1.82150000e+02 5.62176624e-21
1.82340000e+02 5.61845721e-21
1.82510000e+02 5.61550123e-21
1.82870000e+02 5.60925621e-21
1.82970000e+02 5.60752436e-21
1.83040000e+02 5.60631286e-21
1.83700000e+02 5.59490710e-21
1.83870000e+02 5.59198000e-21
1.83890000e+02 5.59163592e-21
1.83940000e+02 5.59077597e-21
1.83960000e+02 5.59043210e-21
1.84070000e+02 5.58854193e-21
1.84120000e+02 5.58768338e-21
1.84640000e+02 5.57877671e-21
1.84650000e+02 5.57860583e-21
1.84690000e+02 5.57792232e-21
1.84770000e+02 5.57655603e-21
1.84800000e+02 5.57604391e-21
1.84850000e+02 5.57519070e-21
1.84860000e+02 5.57502010e-21
1.85000000e+02 5.57263329e-21
1.85020000e+02 5.57229256e-21
1.85330000e+02 5.56701883e-21
1.85410000e+02 5.56566019e-21
1.85500000e+02 5.56412474e-21
1.85510000e+02 5.56395420e-21
1.86100000e+02 5.55391885e-21
1.86140000e+02 5.55324034e-21
1.86150000e+02 5.55307075e-21
1.86160000e+02 5.55290117e-21
1.86690000e+02 5.54392664e-21
1.86860000e+02 5.54105676e-21
1.86940000e+02 5.53970769e-21
1.87060000e+02 5.53768581e-21
1.87070000e+02 5.53751742e-21
1.87090000e+02 5.53718066e-21
1.87110000e+02 5.53684396e-21
1.87260000e+02 5.53432057e-21
1.87630000e+02 5.52811102e-21
1.87650000e+02 5.52777594e-21
1.87690000e+02 5.52710584e-21
1.87760000e+02 5.52593371e-21
1.87800000e+02 5.52526425e-21
1.87850000e+02 5.52442773e-21
1.87870000e+02 5.52409323e-21
1.87880000e+02 5.52392591e-21
1.87940000e+02 5.52292228e-21
1.88000000e+02 5.52191755e-21
1.88020000e+02 5.52158276e-21
1.88380000e+02 5.51556629e-21
1.88550000e+02 5.51273165e-21
1.88630000e+02 5.51139914e-21
1.88640000e+02 5.51123259e-21
1.88660000e+02 5.51089920e-21
1.88790000e+02 5.50868304e-21
1.89440000e+02 5.49763443e-21
1.89730000e+02 5.49271297e-21
1.89900000e+02 5.48983370e-21
1.89920000e+02 5.48949524e-21
1.89980000e+02 5.48848022e-21
1.90000000e+02 5.48814200e-21
1.90110000e+02 5.48628282e-21
1.90160000e+02 5.48543833e-21
1.90670000e+02 5.47684516e-21
1.90690000e+02 5.47650894e-21
1.90730000e+02 5.47583658e-21
1.90810000e+02 5.47449257e-21
1.90840000e+02 5.47398879e-21
1.90890000e+02 5.47314947e-21
1.90900000e+02 5.47298165e-21
1.91040000e+02 5.47063364e-21
1.91060000e+02 5.47029845e-21
1.91080000e+02 5.46996330e-21
1.91130000e+02 5.46912552e-21
1.91470000e+02 5.46342758e-21
1.91650000e+02 5.46041773e-21
1.91850000e+02 5.45707886e-21
1.91950000e+02 5.45541079e-21
1.92010000e+02 5.45441055e-21
1.92020000e+02 5.45424375e-21
1.92830000e+02 5.44076775e-21
1.93000000e+02 5.43795121e-21
1.93080000e+02 5.43662718e-21
1.93200000e+02 5.43464280e-21
1.93210000e+02 5.43447753e-21
1.93230000e+02 5.43414703e-21
1.93250000e+02 5.43381658e-21
1.93410000e+02 5.43117506e-21
1.93770000e+02 5.42524417e-21
1.93790000e+02 5.42491520e-21
1.93830000e+02 5.42425734e-21
1.93900000e+02 5.42310661e-21
1.93940000e+02 5.42244936e-21
1.93990000e+02 5.42162811e-21
1.94020000e+02 5.42113553e-21
1.94140000e+02 5.41916645e-21
1.94160000e+02 5.41883846e-21
1.94630000e+02 5.41114670e-21
1.94640000e+02 5.41098337e-21
1.94700000e+02 5.41000367e-21
1.94800000e+02 5.40839013e-21
1.95230000e+02 5.40146728e-21
1.95280000e+02 5.40066390e-21
1.95290000e+02 5.40050327e-21
1.95300000e+02 5.40034260e-21
1.95980000e+02 5.38944213e-21
1.96150000e+02 5.38672664e-21
1.96170000e+02 5.38640743e-21
1.96230000e+02 5.38545011e-21
1.96250000e+02 5.38513111e-21
1.96360000e+02 5.38337757e-21
1.96410000e+02 5.38258105e-21
1.96920000e+02 5.37447520e-21
1.96940000e+02 5.37415802e-21
1.96980000e+02 5.37352380e-21
1.97060000e+02 5.37225599e-21
1.97090000e+02 5.37178077e-21
1.97140000e+02 5.37098901e-21
1.97150000e+02 5.37083070e-21
1.97170000e+02 5.37051411e-21
1.97230000e+02 5.36956415e-21
1.97290000e+02 5.36861324e-21
1.97310000e+02 5.36829637e-21
1.97830000e+02 5.36007624e-21
1.97930000e+02 5.35849949e-21
1.97940000e+02 5.35834184e-21
1.98010000e+02 5.35723759e-21
1.98080000e+02 5.35613397e-21
1.98110000e+02 5.35566103e-21
1.98740000e+02 5.34604937e-21
1.99190000e+02 5.33919564e-21
1.99360000e+02 5.33661296e-21
1.99440000e+02 5.33539881e-21
1.99560000e+02 5.33357905e-21
1.99570000e+02 5.33342748e-21
1.99590000e+02 5.33312438e-21
1.99610000e+02 5.33282132e-21
1.99760000e+02 5.33054997e-21
2.00130000e+02 5.32495938e-21
2.00150000e+02 5.32465766e-21
2.00190000e+02 5.32405567e-21
2.00260000e+02 5.32300264e-21
2.00300000e+02 5.32240118e-21
2.00350000e+02 5.32164962e-21
2.00380000e+02 5.32119883e-21
2.00500000e+02 5.31939676e-21
2.00520000e+02 5.31909658e-21
2.00540000e+02 5.31879646e-21
2.00590000e+02 5.31804618e-21
2.01090000e+02 5.31054595e-21
2.01270000e+02 5.30785323e-21
2.01310000e+02 5.30725538e-21
2.01400000e+02 5.30591036e-21
2.01470000e+02 5.30486484e-21
2.02450000e+02 5.29026552e-21
2.02620000e+02 5.28774459e-21
2.02640000e+02 5.28744824e-21
2.02700000e+02 5.28655945e-21
2.02720000e+02 5.28626328e-21
2.02830000e+02 5.28463516e-21
2.02870000e+02 5.28404347e-21
2.03390000e+02 5.27636862e-21
2.03450000e+02 5.27548510e-21
2.03530000e+02 5.27430773e-21
2.03560000e+02 5.27386641e-21
2.03610000e+02 5.27313110e-21
2.03760000e+02 5.27092694e-21
2.03780000e+02 5.27063325e-21
2.04260000e+02 5.26359861e-21
2.04410000e+02 5.26140568e-21
2.04490000e+02 5.26023717e-21
2.04590000e+02 5.25880213e-21
2.04850000e+02 5.25507629e-21
2.04900000e+02 5.25436065e-21
2.04910000e+02 5.25421755e-21
2.04920000e+02 5.25407443e-21
2.05770000e+02 5.24194380e-21
2.05940000e+02 5.23952734e-21
2.06020000e+02 5.23839130e-21
2.06140000e+02 5.23668857e-21
2.06150000e+02 5.23654675e-21
2.06170000e+02 5.23626313e-21
2.06190000e+02 5.23597956e-21
2.06350000e+02 5.23371260e-21
2.06710000e+02 5.22862204e-21
2.06730000e+02 5.22833965e-21
2.06770000e+02 5.22777495e-21
2.06840000e+02 5.22678715e-21
2.06880000e+02 5.22622293e-21
2.06930000e+02 5.22551791e-21
2.06960000e+02 5.22509503e-21
2.07020000e+02 5.22424912e-21
2.07080000e+02 5.22340235e-21
2.07100000e+02 5.22312018e-21
2.07710000e+02 5.21453487e-21
2.07720000e+02 5.21439443e-21
2.07790000e+02 5.21341077e-21
2.07870000e+02 5.21228724e-21
2.07970000e+02 5.21088308e-21
2.08070000e+02 5.20948001e-21
2.08530000e+02 5.20298588e-21
2.09150000e+02 5.19424648e-21
2.09320000e+02 5.19185750e-21
2.09340000e+02 5.19157665e-21
2.09400000e+02 5.19073435e-21
2.09410000e+02 5.19059400e-21
2.09530000e+02 5.18891074e-21
2.09570000e+02 5.18835000e-21
2.10090000e+02 5.18107603e-21
2.10150000e+02 5.18023859e-21
2.10220000e+02 5.17926207e-21
2.10260000e+02 5.17870429e-21
2.10310000e+02 5.17800731e-21
2.10460000e+02 5.17591793e-21
2.10480000e+02 5.17563953e-21
2.10500000e+02 5.17536117e-21
2.10550000e+02 5.17466531e-21
2.11230000e+02 5.16521014e-21
2.11260000e+02 5.16479413e-21
2.11360000e+02 5.16340750e-21
2.11400000e+02 5.16285310e-21
2.11430000e+02 5.16243741e-21
2.12590000e+02 5.14641184e-21
2.12750000e+02 5.14421249e-21
2.12830000e+02 5.14311381e-21
2.12950000e+02 5.14146708e-21
2.12960000e+02 5.14132992e-21
2.12980000e+02 5.14105563e-21
2.13010000e+02 5.14064428e-21
2.13160000e+02 5.13858894e-21
2.13520000e+02 5.13366565e-21
2.13540000e+02 5.13339253e-21
2.13580000e+02 5.13284635e-21
2.13660000e+02 5.13175450e-21
2.13690000e+02 5.13134523e-21
2.13740000e+02 5.13066332e-21
2.13750000e+02 5.13052697e-21
2.13780000e+02 5.13011798e-21
2.13890000e+02 5.12861913e-21
2.13910000e+02 5.12834675e-21
2.14390000e+02 5.12182199e-21
2.14720000e+02 5.11734974e-21
2.14900000e+02 5.11491501e-21
2.14990000e+02 5.11369888e-21
2.15030000e+02 5.11315863e-21
2.15040000e+02 5.11302359e-21
2.15050000e+02 5.11288853e-21
2.16080000e+02 5.09902403e-21
2.16250000e+02 5.09674598e-21
2.16270000e+02 5.09647816e-21
2.16330000e+02 5.09567495e-21
2.16350000e+02 5.09540729e-21
2.16460000e+02 5.09393585e-21
2.16500000e+02 5.09340108e-21
2.17020000e+02 5.08646352e-21
2.17080000e+02 5.08566476e-21
2.17150000e+02 5.08473332e-21
2.17190000e+02 5.08420129e-21
2.17240000e+02 5.08353646e-21
2.17260000e+02 5.08327060e-21
2.17330000e+02 5.08234000e-21
2.17390000e+02 5.08154162e-21
2.17410000e+02 5.08127558e-21
2.18020000e+02 5.07318008e-21
2.18030000e+02 5.07304764e-21
2.18180000e+02 5.07106044e-21
2.18280000e+02 5.06973652e-21
2.18350000e+02 5.06881035e-21
2.18450000e+02 5.06748266e-21
2.18560000e+02 5.06602334e-21
2.18830000e+02 5.06236025e-21
2.19640000e+02 5.05139062e-21
2.19810000e+02 5.04909672e-21
2.19880000e+02 5.04815300e-21
2.20000000e+02 5.04653636e-21
2.20010000e+02 5.04640171e-21
2.20030000e+02 5.04613243e-21
2.20060000e+02 5.04572858e-21
2.20210000e+02 5.04371068e-21
2.20580000e+02 5.03874283e-21
2.20590000e+02 5.03860875e-21
2.20630000e+02 5.03807248e-21
2.20710000e+02 5.03700043e-21
2.20740000e+02 5.03659857e-21
2.20790000e+02 5.03592901e-21
2.20800000e+02 5.03579513e-21
2.20830000e+02 5.03539354e-21
2.20940000e+02 5.03392182e-21
2.20960000e+02 5.03365436e-21
2.20970000e+02 5.03352065e-21
2.20990000e+02 5.03325325e-21
2.21030000e+02 5.03271845e-21
2.21750000e+02 5.02310432e-21
2.21850000e+02 5.02177251e-21
2.21900000e+02 5.02110691e-21
2.21920000e+02 5.02084074e-21
2.22070000e+02 5.01884277e-21
2.23260000e+02 5.00306974e-21
2.23420000e+02 5.00095944e-21
2.23440000e+02 5.00069583e-21
2.23500000e+02 4.99990523e-21
2.23520000e+02 4.99964177e-21
2.23630000e+02 4.99819345e-21
2.23680000e+02 4.99753550e-21
2.24190000e+02 4.99083812e-21
2.24250000e+02 4.99005182e-21
2.24330000e+02 4.98900396e-21
2.24360000e+02 4.98861117e-21
2.24410000e+02 4.98795670e-21
2.24420000e+02 4.98782584e-21
2.24560000e+02 4.98599473e-21
2.24580000e+02 4.98573330e-21
2.25060000e+02 4.97947022e-21
2.25580000e+02 4.97270951e-21
2.25660000e+02 4.97167165e-21
2.25700000e+02 4.97115295e-21
2.25710000e+02 4.97102329e-21
2.25720000e+02 4.97089361e-21
2.25750000e+02 4.97050444e-21
2.26940000e+02 4.95513467e-21
2.27110000e+02 4.95294971e-21
2.27180000e+02 4.95205079e-21
2.27300000e+02 4.95051084e-21
2.27310000e+02 4.95038257e-21
2.27330000e+02 4.95012606e-21
2.27360000e+02 4.94974138e-21
2.27510000e+02 4.94781917e-21
2.27880000e+02 4.94308659e-21
2.27890000e+02 4.94295885e-21
2.27930000e+02 4.94244795e-21
2.28010000e+02 4.94142659e-21
2.28040000e+02 4.94104373e-21
2.28090000e+02 4.94040582e-21
2.28100000e+02 4.94027827e-21
2.28120000e+02 4.94002318e-21
2.28130000e+02 4.93989559e-21
2.28180000e+02 4.93925779e-21
2.28240000e+02 4.93849175e-21
2.28260000e+02 4.93823648e-21
2.28270000e+02 4.93810885e-21
2.28880000e+02 4.93034094e-21
2.28890000e+02 4.93021384e-21
2.29030000e+02 4.92843380e-21
2.29320000e+02 4.92475063e-21
2.29500000e+02 4.92246835e-21
2.29600000e+02 4.92120168e-21
2.29690000e+02 4.92003857e-21
2.30680000e+02 4.90726518e-21
2.30850000e+02 4.90508083e-21
2.30870000e+02 4.90482403e-21
2.30930000e+02 4.90405382e-21
2.30950000e+02 4.90379715e-21
2.31060000e+02 4.90238615e-21
2.31100000e+02 4.90187333e-21
2.31620000e+02 4.89521996e-21
2.31680000e+02 4.89445384e-21
2.31760000e+02 4.89343286e-21
2.31790000e+02 4.89305014e-21
2.31840000e+02 4.89241245e-21
2.31990000e+02 4.89050075e-21
2.32010000e+02 4.89024601e-21
2.32030000e+02 4.88999131e-21
2.32080000e+02 4.88935459e-21
2.32800000e+02 4.88019616e-21
2.32890000e+02 4.87905430e-21
2.32960000e+02 4.87816663e-21
2.32970000e+02 4.87803978e-21
2.33140000e+02 4.87588308e-21
2.33210000e+02 4.87499578e-21
2.33310000e+02 4.87372419e-21
2.34490000e+02 4.85878681e-21
2.34660000e+02 4.85664500e-21
2.34740000e+02 4.85563797e-21
2.34860000e+02 4.85412849e-21
2.34870000e+02 4.85400276e-21
2.34890000e+02 4.85375132e-21
2.34920000e+02 4.85337423e-21
2.35070000e+02 4.85148993e-21
2.35430000e+02 4.84697559e-21
2.35450000e+02 4.84672513e-21
2.35490000e+02 4.84622425e-21
2.35570000e+02 4.84522291e-21
2.35600000e+02 4.84484755e-21
2.35650000e+02 4.84422213e-21
2.35660000e+02 4.84409707e-21
2.35690000e+02 4.84372194e-21
2.35800000e+02 4.84234716e-21
2.35820000e+02 4.84209731e-21
2.36300000e+02 4.83611152e-21
2.36900000e+02 4.82865712e-21
2.36940000e+02 4.82816126e-21
2.36950000e+02 4.82803731e-21
2.36960000e+02 4.82791335e-21
